keywords,frequency,total_score,avg_intensity,classification
찾기 어려움,1,-11.372396988245104,4.0,Moderate Issue
계정 연동 문제,1,-11.175217158983346,4.0,Moderate Issue
페이투윈,1,-11.06310734619675,4.0,Moderate Issue
복구 어려움,1,-11.008047690532404,4.0,Moderate Issue
천장 시스템 없음,1,-10.95919565651556,4.0,Moderate Issue
캐릭터 성능 인플레,1,-10.95919565651556,4.0,Moderate Issue
발적화,1,-10.95919565651556,4.0,Moderate Issue
친구 추가 불가,1,-10.95919565651556,4.0,Moderate Issue
키우기 어려움,1,-10.938238832268501,4.0,Moderate Issue
출시 차이,1,-10.915457467318886,4.0,Moderate Issue
계정 손실,1,-10.90740081529882,4.0,Moderate Issue
최종보스,1,-10.89908835423909,4.0,Moderate Issue
재미 상실,1,-10.87243955514117,4.0,Moderate Issue
재화 수집 어려움,1,-10.87243955514117,4.0,Moderate Issue
pvp 아레나,1,-10.832079742253777,4.0,Moderate Issue
길드전,1,-10.832079742253777,4.0,Moderate Issue
전투 스킵,1,-10.797118482096131,4.0,Moderate Issue
이벤트 문제,1,-10.797118482096131,4.0,Moderate Issue
강제 종료,1,-10.784344215392734,4.0,Moderate Issue
화면만 뜨는 현상,1,-10.784344215392734,4.0,Moderate Issue
계정 로그아웃,1,-10.725920652239056,4.0,Moderate Issue
관리,1,-10.725920652239056,4.0,Moderate Issue
유저 격차,1,-10.725920652239056,4.0,Moderate Issue
과열,1,-10.709023142347691,4.0,Moderate Issue
ATM,1,-10.709023142347691,4.0,Moderate Issue
비판,1,-10.709023142347691,4.0,Moderate Issue
빛도우,1,-10.700880205142717,4.0,Moderate Issue
계정 전환 불가,1,-10.69095939208141,4.0,Moderate Issue
튜토리얼 강제,1,-10.69095939208141,4.0,Moderate Issue
와이파이 문제,2,-10.65921918393636,2.5,Moderate Issue
시스템 문제,1,-10.650599579194013,4.0,Moderate Issue
슈퍼애픽,1,-10.60286405233297,4.0,Moderate Issue
소요시간,1,-10.575278506148972,4.0,Moderate Issue
무과금 차별,1,-10.558999531496013,4.0,Moderate Issue
결제 영수증,1,-10.544440489179292,4.0,Moderate Issue
처음부터,1,-10.544440489179292,4.0,Moderate Issue
난잡,1,-10.544440489179292,4.0,Moderate Issue
진입장벽,1,-10.544440489179292,4.0,Moderate Issue
홀베,1,-10.544440489179292,4.0,Moderate Issue
다카따가리,1,-10.544440489179292,4.0,Moderate Issue
스테미나 젤리 손실,1,-10.509479229021645,4.0,Moderate Issue
과금러 차이,1,-10.486859540265517,4.0,Moderate Issue
계정 이동,1,-10.46911941613425,4.0,Moderate Issue
과금 불균형,1,-10.46911941613425,4.0,Moderate Issue
게스트 로그인,1,-10.46911941613425,4.0,Moderate Issue
현질 유도 증가,1,-10.46911941613425,4.0,Moderate Issue
무과금 어려움,1,-10.46911941613425,4.0,Moderate Issue
신규 쿠키 성능,1,-10.46911941613425,4.0,Moderate Issue
블사 조각,1,-10.421383889273205,4.0,Moderate Issue
투력,1,-10.421383889273205,4.0,Moderate Issue
로딩 튕김,1,-10.421383889273205,4.0,Moderate Issue
카운트,2,-10.392304845413264,3.0,Moderate Issue
기존 쿠키 쓸모 없음,1,-10.362960326119527,4.0,Moderate Issue
과도한 광고,1,-10.362960326119527,4.0,Moderate Issue
게임 나가기,1,-10.362960326119527,4.0,Moderate Issue
광고 차단 요청,1,-10.362960326119527,4.0,Moderate Issue
재접속 문제,1,-10.362960326119527,4.0,Moderate Issue
천장 없음,1,-10.362960326119527,4.0,Moderate Issue
접속 불편,1,-10.362960326119527,4.0,Moderate Issue
결재유도,1,-10.362960326119527,4.0,Moderate Issue
스토리 스킵 불가,1,-10.287639253074488,4.0,Moderate Issue
100%에서 멈춤,1,-10.287639253074488,4.0,Moderate Issue
에러 코드 10026,1,-10.287639253074488,4.0,Moderate Issue
이벤트 부족,1,-10.287639253074488,4.0,Moderate Issue
최강 캐릭,1,-10.287639253074488,4.0,Moderate Issue
아레나 진행 불가,1,-10.287639253074488,4.0,Moderate Issue
게임 진행 불명확,1,-10.287639253074488,4.0,Moderate Issue
비스트 부족,1,-10.287639253074488,4.0,Moderate Issue
캐릭 밸런스,1,-10.287639253074488,4.0,Moderate Issue
덱 한정,1,-10.287639253074488,4.0,Moderate Issue
쉐밀맛 쿠키,1,-10.287639253074488,4.0,Moderate Issue
고인물 유저,1,-10.287639253074488,4.0,Moderate Issue
업데이트 이상,1,-10.223660449387536,4.0,Moderate Issue
버튼 안 눌림,1,-10.181480163059764,4.0,Moderate Issue
낮음,1,-10.181480163059764,4.0,Moderate Issue
스페셜 에피소드,1,-10.181480163059764,4.0,Moderate Issue
티어 하락,1,-10.181480163059764,4.0,Moderate Issue
억울,1,-10.181480163059764,4.0,Moderate Issue
접는 유저,1,-10.181480163059764,4.0,Moderate Issue
할게 너무 많음,1,-10.181480163059764,4.0,Moderate Issue
쿠키성,1,-10.181480163059764,4.0,Moderate Issue
뉴비 진입 장벽,1,-10.181480163059764,4.0,Moderate Issue
공간 차지,1,-10.181480163059764,4.0,Moderate Issue
전설스킨,1,-10.181480163059764,4.0,Moderate Issue
업그레이드 요구,1,-10.133935798026366,4.0,Moderate Issue
구매 기록 없음,1,-10.12215141863104,4.0,Moderate Issue
리워드 미지급,1,-10.094397203358326,4.0,Moderate Issue
토벌전,1,-10.08982155515858,4.0,Moderate Issue
공격력 0,1,-10.08982155515858,4.0,Moderate Issue
보상 안받아짐,1,-10.077977932902314,4.0,Moderate Issue
핵 사용자,1,-10.03550131106815,4.0,Moderate Issue
승급이벤트,1,-10.020487413532795,4.0,Moderate Issue
추천상대전투력,1,-10.001108953219152,4.0,Moderate Issue
지속 플레이,1,-10.0,4.0,Moderate Issue
쿠오븐,1,-10.0,4.0,Moderate Issue
갑자,1,-10.0,4.0,Moderate Issue
길드 마스터 변경,1,-10.0,4.0,Moderate Issue
괴롭힘,1,-10.0,4.0,Moderate Issue
연결 문제,1,-10.0,4.0,Moderate Issue
정신 건강,1,-10.0,4.0,Moderate Issue
망할,1,-10.0,4.0,Moderate Issue
비스트 826,1,-10.0,4.0,Moderate Issue
조치 지연,1,-10.0,4.0,Moderate Issue
서버 불안정,1,-10.0,4.0,Moderate Issue
왕별,1,-10.0,4.0,Moderate Issue
마녀 데미지,1,-10.0,4.0,Moderate Issue
애플 기기,1,-10.0,4.0,Moderate Issue
아레나 진행 어려움,1,-10.0,4.0,Moderate Issue
네트워크,1,-10.0,4.0,Moderate Issue
쿠키 중복,1,-10.0,4.0,Moderate Issue
네트워크 불안정,1,-10.0,4.0,Moderate Issue
어렵다,1,-10.0,4.0,Moderate Issue
이벤트 기간 없음,1,-10.0,4.0,Moderate Issue
고급쿠키 깡,1,-10.0,4.0,Moderate Issue
노트 9,1,-10.0,4.0,Moderate Issue
업데이트 과도,1,-10.0,4.0,Moderate Issue
음악 끊김,1,-10.0,4.0,Moderate Issue
초보 유저 어려움,1,-10.0,4.0,Moderate Issue
데이터 로딩 오류,1,-10.0,4.0,Moderate Issue
차별,1,-10.0,4.0,Moderate Issue
각쿠,1,-10.0,4.0,Moderate Issue
돈 밝힘,1,-10.0,4.0,Moderate Issue
접속 불안정,1,-10.0,4.0,Moderate Issue
불펭,1,-10.0,4.0,Moderate Issue
자리잡기,1,-10.0,4.0,Moderate Issue
캐릭터 없어짐,1,-10.0,4.0,Moderate Issue
친구 요청 문제,1,-10.0,4.0,Moderate Issue
다운로드 안됨,1,-10.0,4.0,Moderate Issue
보상부족,1,-10.0,4.0,Moderate Issue
이우민,1,-10.0,4.0,Moderate Issue
자기 멋대로 나가는 것,1,-10.0,4.0,Moderate Issue
게임 진입 불가,1,-10.0,4.0,Moderate Issue
빨간색 쿠키커터,1,-10.0,4.0,Moderate Issue
복잡한 시스템,1,-9.987243867340784,4.0,Moderate Issue
정적,1,-9.939958130054901,4.0,Moderate Issue
소리 먹통,1,-9.939958130054901,4.0,Moderate Issue
캐릭터 스킨 가격,1,-9.926489408404791,4.0,Moderate Issue
스테미나,1,-9.902175232010341,4.0,Moderate Issue
무한로딩,1,-9.891700686327535,4.0,Moderate Issue
블랙스크린,1,-9.891700686327535,4.0,Moderate Issue
컷씬 비율,1,-9.886283471239908,4.0,Moderate Issue
야간 알림,1,-9.886283471239908,4.0,Moderate Issue
중복 에픽,1,-9.863276090864003,4.0,Moderate Issue
강제종료,1,-9.850871201621919,4.0,Moderate Issue
자동회전,1,-9.80145297486671,4.0,Moderate Issue
비싼 패키지,1,-9.80145297486671,4.0,Moderate Issue
터치 불능,1,-9.80145297486671,4.0,Moderate Issue
오류 코드 10026,1,-9.785195599627054,4.0,Moderate Issue
5성,1,-9.785195599627054,4.0,Moderate Issue
커먼,1,-9.767732909850752,4.0,Moderate Issue
비스트 영혼석,1,-9.767732909850752,4.0,Moderate Issue
레전더리 쿠키,1,-9.75849100069177,4.0,Moderate Issue
터치,1,-9.7488717680284,4.0,Moderate Issue
세공 시스템,1,-9.738843085256555,4.0,Moderate Issue
시크릿 가든 이벤트,1,-9.717406633886517,4.0,Moderate Issue
건설 시간,1,-9.717406633886517,4.0,Moderate Issue
계정 연결,1,-9.681082802287863,4.0,Moderate Issue
데이터 연결 안됨,1,-9.667614080637753,4.0,Moderate Issue
점검 중,1,-9.65332858701515,4.0,Moderate Issue
기록,1,-9.638120828112921,4.0,Moderate Issue
양산형 게임,1,-9.638120828112921,4.0,Moderate Issue
자유도 낮음,1,-9.638120828112921,4.0,Moderate Issue
다이아 부족,1,-9.638120828112921,4.0,Moderate Issue
운 요소,1,-9.638120828112921,4.0,Moderate Issue
이동속도,1,-9.638120828112921,4.0,Moderate Issue
스페셜 뽑기,1,-9.621863452873269,4.0,Moderate Issue
확인 불가,1,-9.604400763096965,4.0,Moderate Issue
시간 갈아넣기,1,-9.604400763096965,4.0,Moderate Issue
특수재화,1,-9.585539621274613,4.0,Moderate Issue
대미지 약화,1,-9.56503639281996,4.0,Moderate Issue
전설 캐릭터 부족,1,-9.56503639281996,4.0,Moderate Issue
중복 보상,1,-9.56503639281996,4.0,Moderate Issue
레벨 올리기 어려움,1,-9.56503639281996,4.0,Moderate Issue
100가속,1,-9.56503639281996,4.0,Moderate Issue
꾸미기 불편,1,-9.56503639281996,4.0,Moderate Issue
길드 탈퇴,1,-9.542577647099673,4.0,Moderate Issue
스킵 불가,1,-9.517750655534076,4.0,Moderate Issue
쿠폰 기한,1,-9.517750655534076,4.0,Moderate Issue
딜러,1,-9.489996440261363,4.0,Moderate Issue
연승 깨짐,1,-9.489996440261363,4.0,Moderate Issue
비스킷 시스템,1,-9.489996440261363,4.0,Moderate Issue
유저 피해,1,-9.489996440261363,4.0,Moderate Issue
고객센터 응답 지연,1,-9.489996440261363,4.0,Moderate Issue
재료 부족,1,-9.489996440261363,4.0,Moderate Issue
탱커,1,-9.489996440261363,4.0,Moderate Issue
다운로드 대기,1,-9.489996440261363,4.0,Moderate Issue
이벤트 오류,1,-9.489996440261363,4.0,Moderate Issue
스테이지 난이도,1,-9.489996440261363,4.0,Moderate Issue
다운로드 불가,1,-9.489996440261363,4.0,Moderate Issue
힐러,1,-9.489996440261363,4.0,Moderate Issue
별사탕 수집 오류,1,-9.489996440261363,4.0,Moderate Issue
억울함,1,-9.45853130611948,4.0,Moderate Issue
강한 보스,1,-9.45853130611948,4.0,Moderate Issue
등급,1,-9.45853130611948,4.0,Moderate Issue
조건 미충족,1,-9.45853130611948,4.0,Moderate Issue
와이파이,1,-9.45853130611948,4.0,Moderate Issue
스토리 난잡,1,-9.45853130611948,4.0,Moderate Issue
메달,1,-9.45853130611948,4.0,Moderate Issue
교환 불가,1,-9.45853130611948,4.0,Moderate Issue
픽업 확률,1,-9.45853130611948,4.0,Moderate Issue
아이템 사용 불가,1,-9.45853130611948,4.0,Moderate Issue
사기 쿠키,1,-9.422207474520825,4.0,Moderate Issue
일반 스킨,1,-9.422207474520825,4.0,Moderate Issue
패키지,1,-9.422207474520825,4.0,Moderate Issue
가챠 창렬,1,-9.422207474520825,4.0,Moderate Issue
미스틱플라워,1,-9.422207474520825,4.0,Moderate Issue
부족한 콘텐츠,1,-9.422207474520825,4.0,Moderate Issue
아이템 없음,1,-9.422207474520825,4.0,Moderate Issue
전략게임,1,-9.422207474520825,4.0,Moderate Issue
퇴물 쿠키,1,-9.422207474520825,4.0,Moderate Issue
불완전한 패치,1,-9.422207474520825,4.0,Moderate Issue
로딩 안됨,1,-9.422207474520825,4.0,Moderate Issue
등급 하락,1,-9.422207474520825,4.0,Moderate Issue
기존 캐릭터,1,-9.422207474520825,4.0,Moderate Issue
금색 스킨,1,-9.422207474520825,4.0,Moderate Issue
강요,1,-9.422207474520825,4.0,Moderate Issue
상위등급,1,-9.422207474520825,4.0,Moderate Issue
꽝,1,-9.422207474520825,4.0,Moderate Issue
서버 관리,1,-9.422207474520825,4.0,Moderate Issue
프레임 저하,1,-9.422207474520825,4.0,Moderate Issue
결과 불만,1,-9.422207474520825,4.0,Moderate Issue
확률 불만,1,-9.379245500345885,4.0,Moderate Issue
게임 버벅거림,1,-9.379245500345885,4.0,Moderate Issue
이벤트 편차,1,-9.379245500345885,4.0,Moderate Issue
업데이트 진행 안됨,1,-9.379245500345885,4.0,Moderate Issue
복잡한 세계관,1,-9.379245500345885,4.0,Moderate Issue
의욕 감소,1,-9.379245500345885,4.0,Moderate Issue
오븐 브레이크,1,-9.379245500345885,4.0,Moderate Issue
시즌2,1,-9.379245500345885,4.0,Moderate Issue
메인 진도,1,-9.379245500345885,4.0,Moderate Issue
메타,1,-9.379245500345885,4.0,Moderate Issue
저장 실패,1,-9.379245500345885,4.0,Moderate Issue
길드 토벌,1,-9.379245500345885,4.0,Moderate Issue
구매 아이템,1,-9.379245500345885,4.0,Moderate Issue
용량 크기,1,-9.379245500345885,4.0,Moderate Issue
신스킨,1,-9.379245500345885,4.0,Moderate Issue
리세 계정,1,-9.379245500345885,4.0,Moderate Issue
기획,1,-9.379245500345885,4.0,Moderate Issue
에픽 캐릭터,1,-9.379245500345885,4.0,Moderate Issue
에픽 스킨,1,-9.379245500345885,4.0,Moderate Issue
이미 사용됨,1,-9.379245500345885,4.0,Moderate Issue
이벤트 캐릭터,1,-9.379245500345885,4.0,Moderate Issue
아이템 부족,1,-9.326664293507575,4.0,Moderate Issue
롤백 요청,1,-9.326664293507575,4.0,Moderate Issue
용닥카,1,-9.326664293507575,4.0,Moderate Issue
쉐밀 확률,1,-9.326664293507575,4.0,Moderate Issue
레전드1,1,-9.326664293507575,4.0,Moderate Issue
멈춤 현상,1,-9.326664293507575,4.0,Moderate Issue
자원 부족,1,-9.326664293507575,4.0,Moderate Issue
엑박,1,-9.326664293507575,4.0,Moderate Issue
없는 번들,1,-9.326664293507575,4.0,Moderate Issue
흑당 버프,1,-9.326664293507575,4.0,Moderate Issue
업데이트 양,1,-9.326664293507575,4.0,Moderate Issue
미스 판정,1,-9.326664293507575,4.0,Moderate Issue
저장공간 문제,1,-9.326664293507575,4.0,Moderate Issue
에러 10026,1,-9.326664293507575,4.0,Moderate Issue
계정 망함,1,-9.326664293507575,4.0,Moderate Issue
레벨 일정,1,-9.326664293507575,4.0,Moderate Issue
무적 버그,1,-9.326664293507575,4.0,Moderate Issue
업데이트 불만,1,-9.326664293507575,4.0,Moderate Issue
스킨 퀘스트,1,-9.326664293507575,4.0,Moderate Issue
확정 뽑기,1,-9.326664293507575,4.0,Moderate Issue
10025,1,-9.326664293507575,4.0,Moderate Issue
힐,1,-9.326664293507575,4.0,Moderate Issue
변화에 대한 불만,1,-9.326664293507575,4.0,Moderate Issue
신쿠키 획득 어려움,1,-9.326664293507575,4.0,Moderate Issue
횟수제한,1,-9.326664293507575,4.0,Moderate Issue
업뎃,3,-9.266797625144289,3.3333333333333335,Moderate Issue
망해라,1,-9.258875327767038,4.0,Moderate Issue
현징유도,1,-9.258875327767038,4.0,Moderate Issue
비스트바궁불정,1,-9.258875327767038,4.0,Moderate Issue
젬,1,-9.258875327767038,4.0,Moderate Issue
존재하지 않는 번들,1,-9.258875327767038,4.0,Moderate Issue
황당,1,-9.258875327767038,4.0,Moderate Issue
멀티,1,-9.258875327767038,4.0,Moderate Issue
길드 유물,1,-9.258875327767038,4.0,Moderate Issue
로고,1,-9.258875327767038,4.0,Moderate Issue
기존 캐릭터 폐급,1,-9.258875327767038,4.0,Moderate Issue
경찰맛쿠키,1,-9.258875327767038,4.0,Moderate Issue
버튼 눌림,1,-9.258875327767038,4.0,Moderate Issue
염색약 사라짐,1,-9.258875327767038,4.0,Moderate Issue
염색,1,-9.258875327767038,4.0,Moderate Issue
생태계 파괴,1,-9.258875327767038,4.0,Moderate Issue
생태계 교란종,1,-9.258875327767038,4.0,Moderate Issue
기분,1,-9.258875327767038,4.0,User Sentiment (Emotion)
쿠폰 코드,1,-9.258875327767038,4.0,Moderate Issue
클리어,1,-9.258875327767038,4.0,Moderate Issue
크탈 날림,1,-9.258875327767038,4.0,Moderate Issue
유전,1,-9.258875327767038,4.0,Moderate Issue
업데이트 후 멈춤,1,-9.258875327767038,4.0,Moderate Issue
플레이 중단,1,-9.258875327767038,4.0,Moderate Issue
음란물,1,-9.258875327767038,4.0,Moderate Issue
돌려주세요,1,-9.258875327767038,4.0,Moderate Issue
체스초코 쿠키 이벤트,1,-9.258875327767038,4.0,Moderate Issue
짝패맞추기,1,-9.258875327767038,4.0,Moderate Issue
템 수급,1,-9.258875327767038,4.0,Moderate Issue
비급서 사라짐,1,-9.258875327767038,4.0,Moderate Issue
재화 낭비,1,-9.258875327767038,4.0,Moderate Issue
보호막,1,-9.258875327767038,4.0,Moderate Issue
세공 확정 문제,1,-9.258875327767038,4.0,Moderate Issue
신쿠,1,-9.258875327767038,4.0,Moderate Issue
이전,1,-9.258875327767038,4.0,Moderate Issue
게임 실행,1,-9.258875327767038,4.0,Moderate Issue
검정 화면,1,-9.258875327767038,4.0,Moderate Issue
2800등,1,-9.258875327767038,4.0,Moderate Issue
비스킷,2,-9.238843085256555,2.5,Moderate Issue
환경 점수,1,-9.163332146753788,4.0,Moderate Issue
자유권 없음,1,-9.163332146753788,4.0,Moderate Issue
실패 시스템,1,-9.163332146753788,4.0,Moderate Issue
확인 요청,1,-9.163332146753788,4.0,Moderate Issue
초보자 불리,1,-9.163332146753788,4.0,Moderate Issue
조건 불명확,1,-9.163332146753788,4.0,Moderate Issue
리소스팩,1,-9.163332146753788,4.0,Moderate Issue
중간에 나감,1,-9.163332146753788,4.0,Moderate Issue
존재하지 않는 아이디,1,-9.163332146753788,4.0,Moderate Issue
마법사탕,1,-9.163332146753788,4.0,Moderate Issue
게임 속도,1,-9.163332146753788,4.0,Moderate Issue
스킬 미사용,1,-9.163332146753788,4.0,Moderate Issue
업데이트 용량 증가,1,-9.163332146753788,4.0,Moderate Issue
오타,1,-9.163332146753788,4.0,Moderate Issue
오류 메시지,1,-9.163332146753788,4.0,Moderate Issue
완료되지 않음,1,-9.163332146753788,4.0,Moderate Issue
